date,long_short,long_only,equal_weight
2023-01-01,-0.16060933029774344,0.013122255587396426,0.06988765670916516
2023-02-01,-0.010365060788660709,-0.04044818773566294,-0.030191101344613662
2023-03-01,-0.03441510541566764,0.01707403977630397,0.01980108318871097
2023-04-01,-0.007816608286145296,-0.009774274049142159,0.0041060334270743345
2023-05-01,-0.019948398589244246,-0.0032472765676146743,-0.011950475020943645
2023-06-01,-0.021521244583349464,0.07202374614872493,0.07350435395234589
2023-07-01,-0.0011380915265360174,0.033784405213057006,0.03564403457995471
2023-08-01,0.017592182779223517,-0.016093802279965482,-0.025489252029618176
2023-09-01,-0.024356756031212654,-0.06679851945753715,-0.04406834914025793
2023-10-01,-0.016371661291257222,-0.04086385344488126,-0.026357320273996804
2023-11-01,0.06068346988286434,0.13766747012326191,0.0931951468656782
2023-12-01,-0.03119098189041476,0.05312862340383133,0.05826678148225719
2024-01-01,0.05735878077716737,0.03311822264911608,0.001619799364547566
2024-02-01,0.05660215622215763,0.06808341582433262,0.036812588612446455
2024-03-01,-0.02737910871875203,0.029078563585606558,0.04250027303240781
2024-04-01,-0.032077045666353145,-0.04678375206913476,-0.04170804128035653
2024-05-01,0.01125362147586155,0.03879857000516927,0.03216247444241618
2024-06-01,0.03747604744132316,0.026814683444648553,0.011799714878781078
2024-07-01,-0.060373826077055145,-0.009737636662157281,0.031093930313713165
2024-08-01,0.011166208099237804,0.021349938846638498,0.025503198240087243
2024-09-01,0.015596833588851035,0.019262369206221503,0.01738513981495638
2024-10-01,0.014283201394608949,-0.007777582199718693,-0.01563603629579159
2024-11-01,0.021933352861559053,0.0773837367636589,0.05940500440027039
2024-12-01,0.02752814580255022,-0.03663135508811975,-0.05756772305479454
2025-01-01,0.05306787780657745,0.06450276031148924,0.034580801736621744
2025-02-01,-0.030749230960959616,-0.02542984905307527,0.004537672243921278
2025-03-01,-0.05019511605434609,-0.07070131566511031,-0.03453078821486937
2025-04-01,0.07924041378987999,0.010776080812230197,-0.02209531440772034
2025-05-01,-0.00288431023140025,0.05780305190087092,0.04839740588283174
2025-06-01,-0.06590965445468362,0.01983229595726616,0.04032480498138341
2025-07-01,-0.033676696771276916,-0.007096132430598529,0.012911597068801031
2025-08-01,-0.045010163323631426,0.022756489990884178,0.03266601200352011
2025-09-01,0.05098570865578443,0.04824040801486042,0.020600057065329375
2025-10-01,-0.01528381166676069,-0.005101947545529359,-0.00039894006447416946
2025-11-01,-0.012512337515518389,0.008541437754986576,0.016756261091622152
2025-12-01,-0.017804857980320807,0.003702229182321624,0.004169906343851961
2026-01-01,0.0802616842672081,0.09414136089671796,0.04107519405923053
2026-02-01,-0.014664685837646286,0.0185723507802436,0.029293212938224435
2026-03-01,0.02291628418753294,-0.042290887010985705,-0.04679500721646638
2026-04-01,0.1736040482023231,0.18400865190555907,0.06408955300194749
2026-05-01,0.03541371930267381,0.07938863025611759,0.02798652003365814
2026-06-01,0.06573944143187324,0.03824533751674728,0.013419119446835392
2026-07-01,-0.11099414610583054,-0.053534171068219776,0.010223992147654435
